Date,Close,Volume,SMA_50,SMA_200,RSI
2020-05-11,282518.5180034616,1043435,208884.4559061561,,100.0
2020-05-12,285589.7912828965,1015642,211857.17980761704,,100.0
2020-05-13,288731.10591653484,1280909,214834.48229895715,,100.0
2020-05-14,291733.205920679,1029288,217816.83797182035,,100.0
2020-05-15,295090.3800194602,703750,220803.22716523585,,100.0
2020-05-18,298115.76243800094,745488,223796.5795984124,,100.0
2020-05-19,301196.1603106899,1303751,226792.39095016356,,100.0
2020-05-20,304572.79045010114,765767,229799.31677094777,,100.0
2020-05-21,307303.2386378726,1152899,232799.3039454959,,100.0
2020-05-22,310049.14163817547,946325,235796.25240060038,,100.0
2020-05-25,313243.0209798071,966048,238801.80097127403,,100.0
2020-05-26,316008.39629878424,973173,241802.76977724052,,100.0
2020-05-27,319397.1205359141,1244276,244809.7997404675,,100.0
2020-05-28,322314.39673976216,961431,247814.909158882,,100.0
2020-05-29,325164.905777474,993336,250815.81887045968,,100.0
2020-06-01,328549.4941827701,693839,253826.95763851804,,100.0
2020-06-02,331845.59714105696,1041338,256845.46943040605,,100.0
2020-06-03,335219.10893314227,1106208,259874.14129992694,,100.0
2020-06-04,338400.31786479737,1047829,262907.875560727,,100.0
2020-06-05,341228.07272778644,1279579,265941.417503915,,100.0
2020-06-08,344610.08571840625,1011034,268989.5048373249,,100.0
2020-06-09,347556.485044216,1059795,272035.81045268185,,100.0
2020-06-10,350716.97632337525,1329700,275086.93301736686,,100.0
2020-06-11,353906.42671693,689997,278148.36538331077,,100.0
2020-06-12,356875.42469831184,908834,281207.32657986024,,100.0
2020-06-15,359998.24057238107,1285231,284272.37328734866,,100.0
2020-06-16,363182.6819066944,1187225,287340.90103994013,,100.0
2020-06-17,366257.9670129255,1135676,290408.01813240757,,100.0
2020-06-18,369038.0868548086,1166530,293470.22169006953,,100.0
2020-06-19,372097.7344896498,1065413,296529.06059769023,,100.0
2020-06-22,375363.0116689872,1326319,299598.1443521791,,100.0
2020-06-23,378224.09809704096,1075551,302662.8404686643,,100.0
2020-06-24,381194.17118897545,1047973,305729.6772873519,,100.0
2020-06-25,384107.14047863113,1031791,308798.25668042945,,100.0
2020-06-26,387476.993224327,1038572,311876.54852707987,,100.0
2020-06-29,390611.4521757295,768596,314958.775762887,,100.0
2020-06-30,393692.9445429777,1154134,318042.40818467,,100.0
2020-07-01,396538.96132808866,973912,321127.6215415184,,100.0
2020-07-02,399646.811166347,1364383,324211.3885891842,,100.0
2020-07-03,402511.94463421556,984869,327290.59565644845,,100.0
2020-07-06,405518.3107458704,1084183,330376.07502069086,,100.0
2020-07-07,408391.1415301946,1049320,333453.0579918446,,100.0
2020-07-08,411526.42818918393,874888,336525.163139474,,100.0
2020-07-09,414641.7463525069,1198427,339594.8595320852,,100.0
2020-07-10,417600.0866013913,1381012,342664.44242901733,,100.0
2020-07-13,420679.2879439237,997044,345739.8923632862,,100.0
2020-07-14,423460.6756421776,939904,348806.75224461243,,100.0
2020-07-15,426162.42412363645,928994,351869.25980335573,,100.0
2020-07-16,429250.30246388935,621527,354928.63514862256,,100.0
2020-07-17,432283.63716296386,964437,357987.8440879584,,100.0
2020-07-20,435410.6434503423,1050199,361045.68659689603,,100.0
2020-07-21,438887.2724053151,1210951,364111.63621934445,,100.0
2020-07-22,442076.16830271314,1192009,367178.53746706806,,100.0
2020-07-23,444893.6038576243,916700,370241.74542580696,,100.0
2020-07-24,448117.00711524347,944635,373302.27796772256,,100.0
2020-07-27,450853.82563314115,1224781,376357.03923162544,,100.0
2020-07-28,453761.5087121782,965307,379408.3461996552,,100.0
2020-07-29,456747.86039111327,897994,382451.84759847535,,100.0
2020-07-30,460090.52893544314,1278503,385507.5934044268,,100.0
2020-07-31,462941.57797103346,1207517,388565.442131084,,100.0
2020-08-03,465776.29026330163,1003758,391616.1075167539,,100.0
2020-08-04,468756.59975841653,881244,394671.07158594654,,100.0
2020-08-05,471623.9041011441,597623,397715.60725725116,,100.0
2020-08-06,474849.2312855654,1117940,400766.3039481672,,100.0
2020-08-07,477633.2449838927,820726,403815.6707322956,,100.0
2020-08-10,480403.7512534105,607453,406852.75587370835,,100.0
2020-08-11,483316.1872444616,1316964,409882.1676757764,,100.0
2020-08-12,486216.58075432316,1129593,412902.1171122001,,100.0
2020-08-13,489602.48716508655,772198,415926.16049820586,,100.0
2020-08-14,492792.3713264717,757119,418957.44647017954,,100.0
2020-08-17,495809.8815747487,1174192,421981.44238730636,,100.0
2020-08-18,498564.7944709827,824405,425001.60857584176,,100.0
2020-08-19,501733.667066263,1259229,428021.94239069946,,100.0
2020-08-20,504533.6239967851,1123291,431034.4863362966,,100.0
2020-08-21,507224.66977742955,1107319,434041.47123787896,,100.0
2020-08-24,510462.2757359,1080939,437050.75194114936,,100.0
2020-08-25,513525.66425828496,1038290,440057.6115881811,,100.0
2020-08-26,516709.8360230411,1176102,443066.6489683835,,100.0
2020-08-27,519773.5815536297,909183,446081.35886235983,,100.0
2020-08-28,522944.94767601026,1017190,449098.30312608706,,100.0
2020-08-31,525814.7425573502,1150389,452107.3377438543,,100.0
2020-09-01,528607.8939889933,1112597,455115.01366169343,,100.0
2020-09-02,531744.2128926496,761002,458126.0144957669,,100.0
2020-09-03,534583.5309598148,899918,461135.5423053905,,100.0
2020-09-04,537445.6210042648,1050560,464134.9148609893,,100.0
2020-09-07,540354.5145035613,918397,467129.77610754594,,100.0
2020-09-08,543358.0103353664,1354931,470123.0774233937,,100.0
2020-09-09,546287.2115531156,921369,473118.04242789425,,100.0
2020-09-10,549012.2212944321,967556,476105.350630456,,100.0
2020-09-11,551883.4976138655,1153886,479092.7816900489,,100.0
2020-09-14,554438.8169834206,1066106,482071.19181479997,,100.0
2020-09-15,557563.8632736261,970945,485054.6462496686,,100.0
2020-09-16,560243.4517425047,848701,488028.986720735,,100.0
2020-09-17,563022.575074619,1060302,490996.6032951773,,100.0
2020-09-18,566033.0080904713,1207819,493965.2617249589,,100.0
2020-09-21,568885.095491193,1095819,496929.3778759042,,100.0
2020-09-22,572193.6984102743,844363,499904.0383312662,,100.0
2020-09-23,574935.1270283296,1347354,502879.49238936,,100.0
2020-09-24,577988.5372021995,710684,505854.25708412623,,100.0
2020-09-25,580980.6806385539,683462,508828.19795363804,,100.0
2020-09-28,583747.0619390057,1192111,511794.9263234113,,100.0
2020-09-29,586851.7172711121,1045168,514754.21522072726,,100.0
2020-09-30,589817.4080048677,890100,517709.04001477035,,100.0
2020-10-01,592971.7661151105,780285,520670.60325992,,100.0
2020-10-02,596136.4669459033,1464159,523630.9924565333,,100.0
2020-10-05,599569.1141357594,1023418,526605.2982265856,,100.0
2020-10-06,602836.4197256467,1106840,529586.796446855,303551.06625112804,100.0
2020-10-07,605762.5833580582,1063577,532567.090906194,306563.11511557235,100.0
2020-10-08,608714.707522543,1086961,535539.5744779359,309574.5244436307,100.0
2020-10-09,611934.6394417204,1108018,538519.4357073497,312586.0546933009,100.0
2020-10-12,615065.6921878649,1146484,541505.223745841,315595.99931350263,100.0
2020-10-13,618193.7184930844,924955,544493.9661205342,318604.71650724026,100.0
2020-10-14,620870.3272842222,941671,547478.8945841958,321612.79402281344,100.0
2020-10-15,623865.4620593424,651795,550459.2191996714,324619.8971238447,100.0
2020-10-16,626717.8558775013,843939,553440.9114175435,327626.4135511751,100.0
2020-10-19,629773.84079731,1054222,556428.3132084216,330633.31312195625,100.0
2020-10-20,632754.2107193815,1209004,559417.0736779199,333639.7039438459,100.0
2020-10-21,635936.246501,1119807,562411.4669928534,336646.8609010724,100.0
2020-10-22,638999.6901440383,931861,565399.4110524325,339652.88080300717,100.0
2020-10-23,642156.95573646,747365,568386.7027406322,342658.925995179,100.0
2020-10-26,645063.6719171129,444528,571371.7785474795,345664.3830932374,100.0
2020-10-27,647874.7826659293,1230346,574357.9783113785,348668.45188180736,100.0
2020-10-28,650792.7727272888,882154,577339.1604245991,351671.7769463566,100.0
2020-10-29,653789.3686445164,910306,580324.2753175537,354673.5909114189,100.0
2020-10-30,656865.1989916274,1026314,583317.0859018376,357675.9891864804,100.0
2020-11-02,660317.0607817656,718887,586314.1816027549,360680.333702791,100.0
2020-11-03,663308.6093514335,930043,589309.8405046179,363685.4900576893,100.0
2020-11-04,666117.420351335,1404694,592297.9921911837,366692.24345740286,100.0
2020-11-05,669048.2239961951,1101077,595283.4850400351,369697.99725674535,100.0
2020-11-06,671955.5048012659,1071849,598263.6961825402,372702.4230239142,100.0
2020-11-09,675051.8010960206,683501,601248.4373533136,375708.0724375774,100.0
2020-11-10,677743.6416931316,1448720,604231.1523073964,378709.91129960207,100.0
2020-11-11,680756.2940919717,715441,607211.3939313828,381713.26778929564,100.0
2020-11-12,683787.5953995648,1384464,610195.4752201778,384716.7350270097,100.0
2020-11-13,686834.0316068049,576988,613183.2434322286,387720.62162961013,100.0
2020-11-16,689714.5683930118,1281073,616170.4445100175,390722.37813692726,100.0
2020-11-17,692666.9840470646,1323610,619156.6239842515,393722.4273637446,100.0
2020-11-18,695382.171865268,835118,622138.5231904945,396720.89758222736,100.0
2020-11-19,698283.5078885956,1084516,625123.9489223778,399718.49631830724,100.0
2020-11-20,701174.9355933922,1109496,628109.7776819684,402716.4399786586,100.0
2020-11-23,704258.1456026445,837241,631106.1642543528,405716.78048552445,100.0
2020-11-24,707026.9091162801,710176,634095.425171206,408716.31272210786,100.0
2020-11-25,710183.1487366222,736456,637094.2191110883,411716.4698078238,100.0
2020-11-26,713482.0456455204,1108201,640103.4085225064,414716.8910874036,100.0
2020-11-27,716068.0486405178,982976,643104.1093335073,417714.04000210954,100.0
2020-11-30,719153.3003866734,887139,646109.4734314169,420712.0025023637,100.0
2020-12-01,722288.6819936795,1193353,649111.373103085,423710.9442134034,100.0
2020-12-02,725161.194588569,1101613,652115.8944542897,426710.2970403827,100.0
2020-12-03,728081.7402257032,848907,655117.7585147598,429710.6726134848,100.0
2020-12-04,731055.1641101858,759759,658119.2481841925,432712.6215762,100.0
2020-12-07,733995.6059343055,1104652,661124.2190640986,435712.32197264046,100.0
2020-12-08,736933.803340496,892483,664125.8607854862,438712.22300829366,100.0
2020-12-09,739598.60257923,1019840,667121.4846769734,441710.8861144422,100.0
2020-12-10,742829.0688921866,1315259,670118.6307325149,444711.95434751554,100.0
2020-12-11,746044.992610594,1100465,673116.8012458087,447713.32470882515,100.0
2020-12-14,748882.3197587532,827546,676103.0653582686,450715.4956037231,100.0
2020-12-15,751589.0348931927,1032132,679078.1176616194,453716.4128145733,100.0
2020-12-16,754693.2478684833,809471,682056.7309518281,456718.74655686127,100.0
2020-12-17,757578.0902745207,1321704,685033.9986068675,459720.11760868155,100.0
2020-12-18,760606.4809071849,887684,688007.4354361768,462722.1414188027,100.0
2020-12-21,763542.6152237558,1041454,690976.9738968947,465725.0265326909,100.0
2020-12-22,766680.9229739698,1061546,693946.7179865123,468728.63136755844,100.0
2020-12-23,769819.8728027011,1031850,696925.7088968821,471732.5026196991,100.0
2020-12-24,772674.7533270083,608290,699901.8947222354,474735.58175723895,100.0
2020-12-25,775398.0805359293,710715,702875.4992154039,477736.9750589257,100.0
2020-12-28,778081.4928564623,909529,705841.6522565868,480737.4197443087,100.0
2020-12-29,781203.5687322837,1063886,708810.639416845,483738.8375502369,100.0
2020-12-30,783965.7968807268,972444,711771.2304244394,486739.738957355,100.0
2020-12-31,786864.4336098671,808570,714728.5252937562,489740.4931012804,100.0
2021-01-01,789745.170802177,730315,717680.2895950703,492741.46407744935,100.0
2021-01-04,792734.6573429231,919688,720633.7093035866,495744.1087689244,100.0
2021-01-05,795347.4013817539,906304,723583.161677903,498744.6397544513,100.0
2021-01-06,798385.1571011127,1102567,726535.0093653795,501745.7612995112,100.0
2021-01-07,801489.9353058795,934736,729489.0206986069,504749.03693394194,100.0
2021-01-08,804507.6197232883,1120541,732441.86911324,507751.9382082042,100.0
2021-01-11,807445.4424889487,881070,735384.4367473837,510755.43589465914,100.0
2021-01-12,810464.9225222025,948808,738327.5630107991,513758.9790358846,100.0
2021-01-13,813544.7317913305,930390,741276.109239599,516762.1921328934,100.0
2021-01-14,815990.2132400451,843526,744214.9490244761,519762.50365423516,100.0
2021-01-15,819381.3957016952,1125023,747163.4668424847,522763.6316872005,100.0
2021-01-18,822459.4143662328,837280,750111.6191078888,525766.3846393089,100.0
2021-01-19,825328.9326497554,895671,753063.3249270214,528768.0828411938,100.0
2021-01-20,828250.7419747178,985376,756013.2138846762,531770.0748997944,100.0
2021-01-21,831349.4903301876,740524,758964.4517832887,534773.4314973216,100.0
2021-01-22,834326.2695423807,935013,761914.2965420001,537777.2508405745,100.0
2021-01-25,836920.1326488244,857738,764858.4078271164,540779.3510518917,100.0
2021-01-26,840333.0312210962,922369,767811.7287705971,543783.4595907282,100.0
2021-01-27,843310.9230896496,988014,770770.3037950847,546788.622738748,100.0
2021-01-28,846514.9576319928,840017,773734.9327899526,549793.9052329926,100.0
2021-01-29,849376.5476624359,955984,776698.9650313334,552798.0300149499,100.0
2021-02-01,852683.823073285,1261733,779667.4785807463,555805.2274176475,100.0
2021-02-02,855741.0918110635,994840,782641.762234642,558811.2229118403,100.0
2021-02-03,858862.8605779585,1229052,785615.3564714687,561815.9313606916,100.0
2021-02-04,861653.8099047291,1069298,788578.7917566529,564818.4157766055,100.0
2021-02-05,864896.0389626657,1154832,791555.3515630957,567822.2912626448,100.0
2021-02-08,868034.0025955726,845108,794532.9656072739,570827.9273194703,100.0
2021-02-09,871294.3718414856,1020981,797513.07940423,573833.8107707984,100.0
2021-02-10,874168.7543295573,1026782,800493.2305990498,576839.4693115138,100.0
2021-02-11,877072.5489058652,877474,803473.046772653,579843.4243800404,100.0
2021-02-12,880533.3322454019,835434,806462.6101353572,582849.4750902866,100.0
2021-02-15,883321.3290808576,701946,809449.1245982884,585853.4891456736,100.0
2021-02-16,886294.1391407219,1299227,812436.3313142929,588857.0108849627,100.0
2021-02-17,889521.5174132424,805519,815434.7896109731,591860.9629424461,100.0
2021-02-18,892541.0624067853,1269244,818429.029481265,594865.0022248768,100.0
2021-02-19,895657.653142736,906501,821421.2826919081,597867.8385904931,100.0
2021-02-22,898577.7633368834,827501,824415.1915634705,600870.1485949876,100.0
2021-02-23,901651.7745144529,1124503,827416.4463558957,603872.4266660063,100.0
2021-02-24,904390.4691441058,873761,830410.3907814083,606871.5150594764,100.0
2021-02-25,907722.0952800295,1113691,833413.2708815184,609873.6093426872,100.0
2021-02-26,910698.4624710038,933437,836415.1105127947,612876.8559468513,100.0
2021-03-01,913562.4268302044,1096084,839415.5067449238,615878.4529761034,100.0
2021-03-02,916695.7034466108,806362,842415.8023543766,618881.8895118424,100.0
2021-03-03,919603.5594891331,1166270,845411.4760881051,621882.9217066085,100.0
2021-03-04,922336.7077948526,1097594,848404.7151774621,624883.033261884,100.0
2021-03-05,925067.3642936931,816069,851398.1008526173,627882.545554465,100.0
2021-03-08,928206.1189242312,1528587,854400.5933739728,630880.8286781724,100.0
2021-03-09,931174.204236602,1108024,857400.006084059,633877.47171365,100.0
2021-03-10,934147.4639246683,1458093,860403.6394249378,636872.1134886077,100.0
2021-03-11,937363.0126858635,1320053,863413.6110064578,639866.9269627131,100.0
2021-03-12,940137.6475241121,962233,866421.4605408965,642861.4748366947,100.0
2021-03-15,942991.5119735391,917545,869426.5976335087,645853.3819679704,100.0
2021-03-16,945914.5360117028,919308,872437.9403261078,648845.1722228078,100.0
2021-03-17,948933.4063295663,633994,875448.905310677,651836.2543728388,100.0
2021-03-18,951924.9720393082,860832,878457.6060453455,654826.3470994506,100.0
2021-03-19,954867.5946008302,1049353,881464.8055428964,657816.3079489633,100.0
2021-03-22,957855.2693204111,1305191,884473.0020795256,660805.5930927034,100.0
2021-03-23,960833.8082651529,845445,887480.3797943846,663793.8487244957,100.0
2021-03-24,963689.8873874425,1176411,890483.2829063068,666781.0083263683,100.0
2021-03-25,966527.2887897317,749481,893494.0244173005,669768.4543360429,100.0
2021-03-26,969582.1920612765,882735,896498.0403444922,672755.876623901,100.0
2021-03-29,972404.0090446774,908471,899496.9322380611,675741.0816107795,100.0
2021-03-30,975172.5379928392,1074362,902493.8043449228,678725.8238102584,100.0
2021-03-31,978110.079542614,1091461,905490.9910962805,681710.4033520266,100.0
2021-04-01,981078.5461393812,1192468,908485.5722124645,684695.2603803304,100.0
2021-04-02,984529.8908388409,1154167,911489.6446383938,687680.5248684031,100.0
2021-04-05,987388.9507836696,1048633,914499.0210010908,690664.4123614426,100.0
2021-04-06,990577.6029286635,1078072,917503.912435242,693648.8356533711,100.0
2021-04-07,993727.0405955045,1317706,920512.234785359,696634.7760497081,100.0
2021-04-08,996489.2516044637,897814,923511.7206648086,699618.9882518988,100.0
2021-04-09,999643.9021999442,1154945,926517.0677555588,702604.6480397274,100.0
2021-04-12,1002407.1260719056,638371,929511.533815531,705589.0921163575,100.0
2021-04-13,1004875.2916243062,1082266,932494.2178117959,708571.5128668281,100.0
2021-04-14,1007996.5555291781,903350,935476.8917108204,711553.8635035281,100.0
2021-04-15,1010645.3774124905,1000514,938456.7230609755,714533.881658828,100.0
2021-04-16,1013735.5643048517,1208017,941433.5135678193,717514.5590473454,100.0
2021-04-19,1016598.7621253042,1032928,944404.8087584139,720494.1564182522,100.0
2021-04-20,1019930.6722845422,1177037,947377.534767275,723476.506401464,100.0
2021-04-21,1023144.3741644054,1294752,950357.0471639719,726461.4161516678,100.0
2021-04-22,1026053.6970036351,1077818,953336.6701259274,729445.4331243666,100.0
2021-04-23,1028916.1294814294,1234208,956304.326070648,732428.5955859589,100.0
2021-04-26,1031673.3140008105,934687,959271.3657690469,735409.9089387113,100.0
2021-04-27,1034585.129474352,998358,962237.1855757196,738388.3982240563,100.0
2021-04-28,1037529.058375315,895476,965197.336394961,741365.6626744195,100.0
2021-04-29,1040456.1196664367,1208595,968155.6375401542,744343.4752534635,100.0
2021-04-30,1043487.4604374912,1082818,971112.2336860491,747320.3275200748,100.0
2021-05-03,1046603.1647370369,898553,974072.7417140523,750299.0742155943,100.0
2021-05-04,1049673.0956284355,1030933,977033.1681363318,753278.6321501754,100.0
2021-05-05,1052520.2668436542,1208313,979995.7640903229,756257.4941824382,100.0
2021-05-06,1055232.708548894,992146,982945.9763557002,759233.2050805055,100.0
2021-05-07,1058505.6149185144,810213,985902.1194046505,762211.0252652429,100.0
2021-05-10,1061367.7250816044,1026382,988858.2253696783,765188.9824393344,100.0
2021-05-11,1064237.2663616175,603886,991809.0566279783,768166.3857723505,100.0
2021-05-12,1067133.0284991572,1153754,994759.646008179,771143.9313943406,100.0
2021-05-13,1069764.414589126,915734,997708.2001440644,774118.5073108583,100.0
2021-05-14,1072668.819788318,906137,1000660.2292539569,777093.6851848805,100.0
2021-05-17,1075572.8886255163,1175139,1003607.5646479826,780069.5308717409,100.0
2021-05-18,1078696.9602851851,726967,1006558.0197689544,783046.4347369444,100.0
2021-05-19,1081836.6517150067,1389419,1009511.8035247612,786024.535091748,100.0
2021-05-20,1084837.4058928238,903951,1012461.2913889003,789000.7096853866,100.0
2021-05-21,1088023.7755676466,895349,1015419.0139497711,791976.8667065925,100.0
2021-05-24,1091091.7685644068,1204244,1018381.0190815884,794953.2761415407,100.0
2021-05-25,1094088.6321420863,1141739,1021344.5010041961,797930.8953298964,100.0
2021-05-26,1097120.8177757459,1490245,1024308.2492331195,800907.8310834437,100.0
2021-05-27,1100082.6870770296,957758,1027271.403533874,803885.5763988451,100.0
2021-05-28,1103003.717174223,975918,1030234.1259853418,806864.471635829,100.0
2021-05-31,1105950.1704668442,704136,1033196.0240082707,809841.9111094837,100.0
2021-06-01,1108724.5682005503,933579,1036153.8392069786,812817.9056291949,100.0
2021-06-02,1111780.6565416136,855713,1039115.6545900619,815793.2597317878,100.0
2021-06-03,1114582.0318194276,910246,1042076.7494506559,818767.3019831167,100.0
2021-06-04,1117750.3580722422,651162,1045040.1127708751,821741.329035098,100.0
2021-06-07,1120700.46635621,1332121,1048006.0419171058,824715.7576540923,100.0
2021-06-08,1123710.36535254,716679,1050976.7984642996,827691.27001091,100.0
2021-06-09,1126809.1327077963,439559,1053950.7795276036,830666.5946099858,100.0
2021-06-10,1129937.795600809,762315,1056927.964516832,833643.3659331907,100.0
2021-06-11,1132623.6709190821,879232,1059889.8401184368,836619.2561827649,100.0
2021-06-14,1135582.2901838494,770089,1062853.7069064404,839595.3950611663,100.0
2021-06-15,1138758.3259662655,1219660,1065817.3213671923,842572.3966393209,100.0
2021-06-16,1141418.704802379,972432,1068771.1546513299,845548.054105567,100.0
2021-06-17,1144496.160897458,1005077,1071731.29283719,848525.4738035821,100.0
2021-06-18,1147045.0480515775,1122078,1074679.3157542225,851501.2815557708,100.0
2021-06-21,1149840.5466828505,1057202,1077627.9841664415,854478.290204268,100.0
2021-06-22,1152848.2727932185,1195713,1080587.4437898197,857454.7122518659,100.0
2021-06-23,1155516.9297727542,778104,1083537.8512746913,860431.0796420171,100.0
2021-06-24,1158319.8276252174,890496,1086491.3402789456,863407.56590477,100.0
2021-06-25,1161025.4606237246,1133193,1089437.1382053231,866382.5281674364,100.0
2021-06-28,1164355.087610166,493089,1092392.2647150205,869359.8781280314,100.0
2021-06-29,1167387.9331612636,724963,1095341.4099325547,872335.8493017862,100.0
2021-06-30,1170501.391216834,1100198,1098288.5502736035,875313.6806227288,100.0
2021-07-01,1173456.856196731,903950,1101236.6134574653,878291.0222177014,100.0
2021-07-02,1176386.1698469797,1187221,1104186.0142647764,881268.0496637435,100.0
2021-07-05,1179062.8750092494,1161836,1107133.8054849452,884244.6287290948,100.0
2021-07-06,1182004.5075366998,760381,1110082.1930461922,887220.3926804226,100.0
2021-07-07,1184852.2090943374,1081331,1113028.6560605725,890195.5666858699,100.0
2021-07-08,1188023.7938791958,1240339,1115980.0095448277,893170.8268246904,100.0
2021-07-09,1191252.0142525274,1029486,1118935.3006211284,896146.4045612236,100.0
2021-07-12,1194545.3299956422,804507,1121894.1439263006,899121.285640523,100.0
2021-07-13,1197715.8403835343,1175877,1124854.9988214024,902095.6827438124,100.0
2021-07-14,1200596.1095961498,1127084,1127816.5156764525,905069.8503750027,100.0
2021-07-15,1203372.9301989577,1108522,1130779.3201094538,908043.1414883849,100.0
2021-07-16,1206526.2628352868,1143187,1133739.733067789,911016.0996053527,100.0
2021-07-19,1209597.5213987813,401077,1136704.3289941328,913988.7587514074,100.0
2021-07-20,1212243.813708646,1176187,1139664.4599410733,916959.0092274852,100.0
2021-07-21,1215314.9100671948,1361626,1142628.097572434,919931.2321414,100.0
